DATE,JOLTS_Government,JOLTS_DurableGoodsManufacturing,JOLTS_Information,JOLTS_FinanceANDInsurance,JOLTS_HealthCareSocialAssistance,JOLTS_LeisureANDHospitality,JOLTS_PrivateEducation_HealthServices,JOLTSProfessional_AND_BusinessServices,JOLTS_RetailTrade,JOLT_TotalNonfarm,JOLTS_Transportion_Warehousing_Utilities,JOLTS_NondurableGoodsManuf,UNEMPLOY
2001-01-01,468.6666666666666667,278.0000000000000000,179.3333333333333333,219.6666666666666667,771.0000000000000000,650.0000000000000000,822.6666666666666667,940.3333333333333333,516.6666666666666667,5031.0000000000000000,141.6666666666666667,141.6666666666666667,6084.3333333333333333
2001-04-01,502.3333333333333333,219.0000000000000000,120.3333333333333333,205.6666666666666667,700.3333333333333333,518.6666666666666667,761.6666666666666667,784.0000000000000000,483.6666666666666667,4467.0000000000000000,126.0000000000000000,126.0000000000000000,6327.0000000000000000
2001-07-01,476.6666666666666667,187.6666666666666667,100.3333333333333333,204.6666666666666667,752.3333333333333333,557.3333333333333333,807.6666666666666667,664.6666666666666667,380.0000000000000000,4180.6666666666666667,136.6666666666666667,136.6666666666666667,6922.3333333333333333
2001-10-01,464.3333333333333333,141.3333333333333333,79.3333333333333333,150.0000000000000000,694.3333333333333333,420.3333333333333333,745.6666666666666667,588.3333333333333333,421.0000000000000000,3719.6666666666666667,109.6666666666666667,109.6666666666666667,7985.0000000000000000
2002-01-01,452.0000000000000000,150.0000000000000000,110.3333333333333333,197.0000000000000000,691.0000000000000000,393.3333333333333333,746.6666666666666667,519.3333333333333333,373.3333333333333333,3582.3333333333333333,88.6666666666666667,88.6666666666666667,8233.6666666666666667
2002-04-01,434.3333333333333333,148.0000000000000000,84.3333333333333333,173.0000000000000000,640.0000000000000000,372.3333333333333333,705.3333333333333333,540.6666666666666667,339.3333333333333333,3446.6666666666666667,106.6666666666666667,106.6666666666666667,8463.6666666666666667
2002-07-01,424.6666666666666667,152.6666666666666667,82.6666666666666667,156.3333333333333333,650.6666666666666667,374.0000000000000000,703.6666666666666667,577.3333333333333333,367.0000000000000000,3395.0000000000000000,84.3333333333333333,84.3333333333333333,8315.0000000000000000
2002-10-01,394.3333333333333333,138.0000000000000000,69.0000000000000000,186.0000000000000000,637.6666666666666667,388.3333333333333333,684.6666666666666667,598.0000000000000000,318.6666666666666667,3387.3333333333333333,95.6666666666666667,95.6666666666666667,8489.0000000000000000
2003-01-01,395.3333333333333333,123.3333333333333333,88.6666666666666667,158.6666666666666667,561.0000000000000000,368.6666666666666667,605.3333333333333333,627.3333333333333333,342.3333333333333333,3256.3333333333333333,88.6666666666666667,88.6666666666666667,8575.3333333333333333
2003-04-01,358.0000000000000000,110.0000000000000000,56.0000000000000000,157.3333333333333333,571.0000000000000000,408.3333333333333333,621.6666666666666667,607.6666666666666667,353.0000000000000000,3262.3333333333333333,100.0000000000000000,100.0000000000000000,9021.6666666666666667
2003-07-01,331.3333333333333333,123.3333333333333333,74.3333333333333333,180.0000000000000000,507.3333333333333333,374.3333333333333333,551.0000000000000000,576.6666666666666667,340.0000000000000000,3087.3333333333333333,94.6666666666666667,94.6666666666666667,8942.6666666666666667
2003-10-01,340.3333333333333333,145.6666666666666667,76.6666666666666667,160.6666666666666667,538.3333333333333333,447.3333333333333333,586.3333333333333333,615.3333333333333333,360.6666666666666667,3347.6666666666666667,94.6666666666666667,94.6666666666666667,8541.6666666666666667
2004-01-01,348.6666666666666667,145.0000000000000000,87.6666666666666667,220.6666666666666667,568.6666666666666667,454.6666666666666667,619.3333333333333333,582.0000000000000000,386.6666666666666667,3493.6666666666666667,86.3333333333333333,86.3333333333333333,8342.6666666666666667
2004-04-01,351.6666666666666667,171.3333333333333333,87.0000000000000000,199.6666666666666667,549.0000000000000000,435.0000000000000000,596.0000000000000000,628.0000000000000000,410.6666666666666667,3519.3333333333333333,83.6666666666666667,83.6666666666666667,8222.6666666666666667
2004-07-01,334.6666666666666667,169.6666666666666667,93.0000000000000000,245.0000000000000000,551.0000000000000000,501.6666666666666667,605.0000000000000000,669.0000000000000000,453.0000000000000000,3725.3333333333333333,93.0000000000000000,93.0000000000000000,8017.6666666666666667
2004-10-01,381.3333333333333333,172.6666666666666667,84.6666666666666667,206.6666666666666667,582.0000000000000000,461.6666666666666667,651.0000000000000000,777.0000000000000000,405.3333333333333333,3829.6666666666666667,85.0000000000000000,85.0000000000000000,7975.6666666666666667
2005-01-01,344.6666666666666667,185.0000000000000000,87.3333333333333333,225.3333333333333333,588.3333333333333333,541.3333333333333333,643.6666666666666667,739.3333333333333333,480.0000000000000000,3937.6666666666666667,96.6666666666666667,96.6666666666666667,7833.6666666666666667
2005-04-01,353.0000000000000000,188.0000000000000000,94.6666666666666667,202.3333333333333333,609.0000000000000000,579.0000000000000000,686.0000000000000000,713.6666666666666667,479.6666666666666667,4006.0000000000000000,125.0000000000000000,125.0000000000000000,7615.6666666666666667
2005-07-01,391.6666666666666667,208.0000000000000000,112.0000000000000000,246.3333333333333333,632.0000000000000000,511.6666666666666667,703.6666666666666667,810.6666666666666667,503.6666666666666667,4250.0000000000000000,132.3333333333333333,132.3333333333333333,7434.6666666666666667
2005-10-01,389.3333333333333333,215.3333333333333333,106.0000000000000000,278.3333333333333333,610.6666666666666667,540.3333333333333333,686.3333333333333333,746.0000000000000000,480.0000000000000000,4238.0000000000000000,114.0000000000000000,114.0000000000000000,7432.6666666666666667
2006-01-01,397.3333333333333333,238.3333333333333333,124.0000000000000000,308.3333333333333333,650.6666666666666667,597.0000000000000000,734.6666666666666667,790.3333333333333333,504.3333333333333333,4484.6666666666666667,95.6666666666666667,95.6666666666666667,7106.6666666666666667
2006-04-01,421.3333333333333333,216.6666666666666667,140.3333333333333333,285.0000000000000000,645.0000000000000000,586.6666666666666667,712.6666666666666667,899.0000000000000000,510.6666666666666667,4622.3333333333333333,146.6666666666666667,146.6666666666666667,7033.6666666666666667
2006-07-01,464.3333333333333333,208.3333333333333333,157.0000000000000000,211.6666666666666667,649.0000000000000000,578.3333333333333333,720.3333333333333333,936.0000000000000000,477.0000000000000000,4613.6666666666666667,141.0000000000000000,141.0000000000000000,7037.6666666666666667
2006-10-01,429.0000000000000000,213.3333333333333333,154.3333333333333333,227.0000000000000000,715.0000000000000000,594.6666666666666667,784.3333333333333333,833.3333333333333333,510.0000000000000000,4618.6666666666666667,139.0000000000000000,139.0000000000000000,6787.0000000000000000
2007-01-01,444.3333333333333333,224.6666666666666667,164.3333333333333333,230.0000000000000000,681.6666666666666667,563.6666666666666667,750.0000000000000000,940.6666666666666667,492.0000000000000000,4808.0000000000000000,155.6666666666666667,155.6666666666666667,6924.6666666666666667
2007-04-01,437.6666666666666667,219.0000000000000000,176.0000000000000000,197.6666666666666667,729.6666666666666667,593.3333333333333333,804.3333333333333333,940.3333333333333333,477.3333333333333333,4735.0000000000000000,140.6666666666666667,140.6666666666666667,6865.0000000000000000
2007-07-01,452.3333333333333333,210.3333333333333333,134.6666666666666667,236.0000000000000000,728.6666666666666667,646.6666666666666667,802.6666666666666667,800.3333333333333333,472.6666666666666667,4598.6666666666666667,163.0000000000000000,163.0000000000000000,7128.6666666666666667
2007-10-01,440.6666666666666667,173.0000000000000000,109.3333333333333333,170.6666666666666667,694.0000000000000000,608.3333333333333333,764.6666666666666667,1026.6666666666666667,448.0000000000000000,4609.0000000000000000,141.3333333333333333,141.3333333333333333,7374.0000000000000000
2008-01-01,421.6666666666666667,153.3333333333333333,75.0000000000000000,211.6666666666666667,715.6666666666666667,569.6666666666666667,782.3333333333333333,958.3333333333333333,416.3333333333333333,4376.0000000000000000,138.3333333333333333,138.3333333333333333,7668.0000000000000000
2008-04-01,432.3333333333333333,157.3333333333333333,88.3333333333333333,141.0000000000000000,670.3333333333333333,525.0000000000000000,736.6666666666666667,798.3333333333333333,417.6666666666666667,4019.6666666666666667,113.0000000000000000,113.0000000000000000,8202.3333333333333333
2008-07-01,391.3333333333333333,135.3333333333333333,68.6666666666666667,161.6666666666666667,620.6666666666666667,427.0000000000000000,692.0000000000000000,651.6666666666666667,370.6666666666666667,3548.3333333333333333,116.3333333333333333,116.3333333333333333,9289.6666666666666667
2008-10-01,365.3333333333333333,112.0000000000000000,62.0000000000000000,131.3333333333333333,582.0000000000000000,368.6666666666666667,653.0000000000000000,560.6666666666666667,420.0000000000000000,3251.3333333333333333,84.0000000000000000,84.0000000000000000,10632.6666666666666667
2009-01-01,363.0000000000000000,62.0000000000000000,62.6666666666666667,117.3333333333333333,496.3333333333333333,276.6666666666666667,551.6666666666666667,507.0000000000000000,332.0000000000000000,2712.0000000000000000,60.3333333333333333,60.3333333333333333,12794.0000000000000000
2009-04-01,318.6666666666666667,45.0000000000000000,39.6666666666666667,110.3333333333333333,474.3333333333333333,284.0000000000000000,522.0000000000000000,429.6666666666666667,308.0000000000000000,2449.0000000000000000,69.3333333333333333,69.3333333333333333,14353.000000000000
2009-07-01,292.3333333333333333,56.3333333333333333,44.6666666666666667,105.0000000000000000,494.6666666666666667,247.6666666666666667,539.6666666666666667,444.3333333333333333,246.0000000000000000,2352.3333333333333333,58.6666666666666667,58.6666666666666667,14808.000000000000
2009-10-01,354.3333333333333333,80.0000000000000000,53.0000000000000000,101.0000000000000000,483.3333333333333333,266.0000000000000000,529.3333333333333333,426.6666666666666667,251.6666666666666667,2492.3333333333333333,46.6666666666666667,46.6666666666666667,15223.000000000000
2010-01-01,385.0000000000000000,91.6666666666666667,73.3333333333333333,138.0000000000000000,500.0000000000000000,261.3333333333333333,559.0000000000000000,425.6666666666666667,341.0000000000000000,2727.3333333333333333,55.0000000000000000,55.0000000000000000,15120.333333333333
2010-04-01,436.3333333333333333,119.6666666666666667,71.3333333333333333,179.6666666666666667,433.0000000000000000,308.0000000000000000,494.0000000000000000,566.0000000000000000,310.3333333333333333,2980.6666666666666667,69.0000000000000000,69.0000000000000000,14882.666666666667
2010-07-01,335.6666666666666667,132.6666666666666667,82.6666666666666667,187.0000000000000000,458.3333333333333333,334.6666666666666667,516.3333333333333333,632.0000000000000000,287.6666666666666667,2999.6666666666666667,84.3333333333333333,84.3333333333333333,14579.666666666667
2010-10-01,360.3333333333333333,147.0000000000000000,69.3333333333333333,188.6666666666666667,516.6666666666666667,362.6666666666666667,578.3333333333333333,643.6666666666666667,328.3333333333333333,3168.0000000000000000,84.3333333333333333,84.3333333333333333,14648.333333333333
2011-01-01,325.6666666666666667,143.0000000000000000,88.0000000000000000,181.3333333333333333,508.3333333333333333,382.6666666666666667,575.6666666666666667,596.3333333333333333,367.0000000000000000,3197.0000000000000000,100.0000000000000000,100.0000000000000000,13856.666666666667
2011-04-01,332.6666666666666667,145.0000000000000000,98.3333333333333333,173.3333333333333333,537.0000000000000000,352.0000000000000000,602.0000000000000000,617.0000000000000000,427.6666666666666667,3297.6666666666666667,110.6666666666666667,110.6666666666666667,13924.666666666667
2011-07-01,352.6666666666666667,163.0000000000000000,112.0000000000000000,154.6666666666666667,562.3333333333333333,394.3333333333333333,631.6666666666666667,783.3333333333333333,408.3333333333333333,3575.3333333333333333,109.3333333333333333,109.3333333333333333,13843.000000000000
2011-10-01,362.6666666666666667,157.3333333333333333,105.6666666666666667,156.3333333333333333,575.6666666666666667,434.6666666666666667,636.6666666666666667,740.6666666666666667,449.6666666666666667,3650.6666666666666667,108.6666666666666667,108.6666666666666667,13329.6666666666666667
2012-01-01,380.0000000000000000,179.0000000000000000,93.6666666666666667,163.6666666666666667,621.6666666666666667,426.3333333333333333,684.3333333333333333,844.0000000000000000,413.3333333333333333,3834.6666666666666667,124.3333333333333333,124.3333333333333333,12774.3333333333333333
2012-04-01,383.6666666666666667,181.3333333333333333,97.0000000000000000,181.6666666666666667,659.0000000000000000,474.0000000000000000,722.0000000000000000,765.3333333333333333,377.6666666666666667,3846.3333333333333333,109.0000000000000000,109.0000000000000000,12666.0000000000000000
2012-07-01,394.0000000000000000,154.6666666666666667,89.3333333333333333,197.3333333333333333,614.0000000000000000,444.6666666666666667,687.0000000000000000,721.3333333333333333,465.0000000000000000,3808.6666666666666667,118.3333333333333333,118.3333333333333333,12414.0000000000000000
2012-10-01,384.0000000000000000,164.3333333333333333,93.0000000000000000,182.0000000000000000,652.0000000000000000,487.6666666666666667,717.0000000000000000,733.6666666666666667,427.0000000000000000,3874.3333333333333333,101.6666666666666667,101.6666666666666667,12142.3333333333333333
2013-01-01,424.0000000000000000,169.6666666666666667,92.0000000000000000,216.6666666666666667,609.3333333333333333,501.3333333333333333,677.6666666666666667,761.0000000000000000,449.0000000000000000,4001.0000000000000000,128.3333333333333333,128.3333333333333333,12036.6666666666666667
2013-04-01,410.3333333333333333,149.0000000000000000,88.0000000000000000,231.3333333333333333,626.0000000000000000,478.6666666666666667,695.3333333333333333,766.0000000000000000,575.3333333333333333,4094.3333333333333333,137.6666666666666667,137.6666666666666667,11721.6666666666666667
2013-07-01,388.3333333333333333,164.3333333333333333,94.3333333333333333,231.0000000000000000,620.3333333333333333,525.3333333333333333,691.3333333333333333,752.0000000000000000,500.6666666666666667,4032.6666666666666667,135.3333333333333333,135.3333333333333333,11294.6666666666666667
2013-10-01,382.3333333333333333,176.3333333333333333,119.3333333333333333,188.6666666666666667,574.0000000000000000,556.0000000000000000,654.3333333333333333,779.3333333333333333,521.0000000000000000,4154.0000000000000000,133.0000000000000000,133.0000000000000000,10775.6666666666666667
2014-01-01,405.3333333333333333,162.6666666666666667,104.6666666666666667,190.6666666666666667,656.0000000000000000,575.0000000000000000,732.3333333333333333,778.0000000000000000,607.6666666666666667,4296.0000000000000000,144.0000000000000000,144.0000000000000000,10310.3333333333333333
2014-04-01,463.3333333333333333,178.6666666666666667,107.6666666666666667,250.6666666666666667,705.0000000000000000,682.0000000000000000,796.3333333333333333,871.6666666666666667,637.0000000000000000,4765.0000000000000000,156.6666666666666667,156.6666666666666667,9673.6666666666666667
2014-07-01,460.3333333333333333,187.0000000000000000,112.0000000000000000,245.0000000000000000,801.0000000000000000,681.0000000000000000,894.6666666666666667,938.6666666666666667,676.6666666666666667,5036.3333333333333333,188.6666666666666667,188.6666666666666667,9489.6666666666666667
2014-10-01,470.6666666666666667,194.0000000000000000,107.6666666666666667,251.0000000000000000,786.0000000000000000,669.6666666666666667,877.3333333333333333,989.0000000000000000,550.0000000000000000,4995.0000000000000000,193.0000000000000000,193.0000000000000000,8932.3333333333333333
2015-01-01,514.0000000000000000,196.6666666666666667,113.6666666666666667,229.3333333333333333,817.6666666666666667,757.0000000000000000,917.3333333333333333,1070.3333333333333333,608.0000000000000000,5340.0000000000000000,220.0000000000000000,220.0000000000000000,8666.3333333333333333
2015-04-01,505.0000000000000000,189.6666666666666667,107.6666666666666667,261.3333333333333333,899.3333333333333333,696.3333333333333333,998.3333333333333333,1194.3333333333333333,568.0000000000000000,5469.6666666666666667,260.3333333333333333,260.3333333333333333,8543.6666666666666667
2015-07-01,504.0000000000000000,191.3333333333333333,123.0000000000000000,249.0000000000000000,990.3333333333333333,720.3333333333333333,1096.0000000000000000,1115.6666666666666667,720.6666666666666667,5670.3333333333333333,223.3333333333333333,223.3333333333333333,8022.0000000000000000
2015-10-01,530.3333333333333333,180.0000000000000000,99.0000000000000000,288.3333333333333333,961.0000000000000000,765.3333333333333333,1080.6666666666666667,1232.0000000000000000,625.0000000000000000,5775.3333333333333333,255.3333333333333333,255.3333333333333333,7943.0000000000000000
2016-01-01,499.6666666666666667,174.0000000000000000,94.0000000000000000,256.6666666666666667,986.3333333333333333,781.3333333333333333,1092.6666666666666667,1339.0000000000000000,711.6666666666666667,5970.3333333333333333,152.6666666666666667,152.6666666666666667,7763.3333333333333333
2016-04-01,506.3333333333333333,192.3333333333333333,94.0000000000000000,261.6666666666666667,981.6666666666666667,766.6666666666666667,1091.0000000000000000,1118.3333333333333333,702.0000000000000000,5774.0000000000000000,192.0000000000000000,192.0000000000000000,7821.0000000000000000
2016-07-01,541.6666666666666667,189.6666666666666667,94.3333333333333333,267.6666666666666667,993.6666666666666667,766.3333333333333333,1094.0000000000000000,1185.6666666666666667,681.6666666666666667,5835.6666666666666667,210.6666666666666667,210.6666666666666667,7792.6666666666666667
2016-10-01,540.3333333333333333,193.6666666666666667,81.3333333333333333,269.3333333333333333,1100.3333333333333333,757.6666666666666667,1211.6666666666666667,1097.6666666666666667,652.0000000000000000,5842.0000000000000000,166.3333333333333333,166.3333333333333333,7628.3333333333333333
2017-01-01,502.6666666666666667,213.3333333333333333,76.6666666666666667,271.6666666666666667,1070.6666666666666667,790.3333333333333333,1170.6666666666666667,993.0000000000000000,657.0000000000000000,5783.6666666666666667,181.3333333333333333,181.3333333333333333,7306.6666666666666667
2017-04-01,556.0000000000000000,205.0000000000000000,106.6666666666666667,309.0000000000000000,1032.0000000000000000,846.6666666666666667,1126.0000000000000000,1098.0000000000000000,664.6666666666666667,6074.0000000000000000,196.3333333333333333,196.3333333333333333,6987.3333333333333333
2017-07-01,538.0000000000000000,232.0000000000000000,118.6666666666666667,291.0000000000000000,1049.0000000000000000,853.3333333333333333,1156.3333333333333333,1118.0000000000000000,731.6666666666666667,6278.0000000000000000,276.6666666666666667,276.6666666666666667,6942.6666666666666667
2017-10-01,555.3333333333333333,253.6666666666666667,99.3333333333333333,283.0000000000000000,1038.0000000000000000,852.3333333333333333,1139.0000000000000000,1109.3333333333333333,876.3333333333333333,6338.3333333333333333,218.0000000000000000,218.0000000000000000,6702.0000000000000000
2018-01-01,605.0000000000000000,263.0000000000000000,127.3333333333333333,321.3333333333333333,1086.6666666666666667,920.0000000000000000,1190.6666666666666667,1137.0000000000000000,874.3333333333333333,6663.6666666666666667,278.6666666666666667,278.6666666666666667,6514.0000000000000000
2018-04-01,611.6666666666666667,287.3333333333333333,144.6666666666666667,257.0000000000000000,1111.6666666666666667,1001.3333333333333333,1225.3333333333333333,1234.3333333333333333,991.6666666666666667,7041.0000000000000000,305.6666666666666667,305.6666666666666667,6367.3333333333333333
2018-07-01,662.6666666666666667,292.0000000000000000,145.0000000000000000,317.0000000000000000,1146.6666666666666667,1033.0000000000000000,1254.0000000000000000,1308.6666666666666667,901.6666666666666667,7269.6666666666666667,303.6666666666666667,303.6666666666666667,6141.3333333333333333
2018-10-01,657.3333333333333333,314.0000000000000000,132.3333333333333333,305.6666666666666667,1178.3333333333333333,1037.6666666666666667,1273.6666666666666667,1346.0000000000000000,973.6666666666666667,7462.3333333333333333,300.3333333333333333,300.3333333333333333,6238.3333333333333333
2019-01-01,698.3333333333333333,284.3333333333333333,142.3333333333333333,264.6666666666666667,1196.3333333333333333,1041.3333333333333333,1308.3333333333333333,1375.0000000000000000,798.0000000000000000,7295.0000000000000000,299.0000000000000000,299.0000000000000000,6271.0000000000000000
2019-04-01,718.0000000000000000,284.3333333333333333,123.3333333333333333,258.3333333333333333,1228.6666666666666667,995.6666666666666667,1355.0000000000000000,1241.6666666666666667,775.0000000000000000,7247.0000000000000000,346.3333333333333333,346.3333333333333333,5942.0000000000000000
2019-07-01,712.0000000000000000,275.3333333333333333,161.3333333333333333,276.6666666666666667,1165.6666666666666667,981.6666666666666667,1285.6666666666666667,1258.3333333333333333,787.3333333333333333,7114.6666666666666667,321.3333333333333333,321.3333333333333333,5919.6666666666666667
2019-10-01,765.6666666666666667,248.3333333333333333,138.3333333333333333,274.6666666666666667,1156.0000000000000000,964.0000000000000000,1278.0000000000000000,1214.6666666666666667,763.3333333333333333,6958.6666666666666667,319.6666666666666667,319.6666666666666667,5864.0000000000000000
2020-01-01,768.3333333333333333,225.6666666666666667,128.6666666666666667,302.6666666666666667,1145.3333333333333333,834.3333333333333333,1260.0000000000000000,1227.3333333333333333,705.3333333333333333,6689.3333333333333333,310.6666666666666667,310.6666666666666667,6260.0000000000000000
2020-04-01,642.6666666666666667,181.3333333333333333,98.3333333333333333,224.3333333333333333,935.0000000000000000,645.0000000000000000,1026.0000000000000000,977.0000000000000000,573.0000000000000000,5462.0000000000000000,287.0000000000000000,287.0000000000000000,20560.333333333333
2020-07-01,749.0000000000000000,234.3333333333333333,102.3333333333333333,228.6666666666666667,1100.3333333333333333,772.6666666666666667,1203.0000000000000000,1189.0000000000000000,725.6666666666666667,6455.0000000000000000,316.0000000000000000,316.0000000000000000,14154.000000000000
2020-10-01,707.6666666666666667,267.6666666666666667,113.6666666666666667,227.0000000000000000,1201.6666666666666667,805.6666666666666667,1304.0000000000000000,1351.3333333333333333,736.3333333333333333,6817.6666666666666667,311.6666666666666667,311.6666666666666667,10832.3333333333333333
2021-01-01,773.0000000000000000,336.3333333333333333,132.6666666666666667,250.6666666666666667,1347.3333333333333333,937.0000000000000000,1479.0000000000000000,1488.6666666666666667,853.3333333333333333,7840.6666666666666667,406.6666666666666667,406.6666666666666667,9974.0000000000000000
2021-04-01,942.0000000000000000,500.6666666666666667,143.0000000000000000,268.3333333333333333,1542.6666666666666667,1428.3333333333333333,1710.6666666666666667,1827.3333333333333333,990.3333333333333333,9834.6666666666666667,490.6666666666666667,490.6666666666666667,9532.6666666666666667
2021-07-01,904.0000000000000000,529.6666666666666667,216.0000000000000000,358.6666666666666667,1694.0000000000000000,1690.6666666666666667,1855.0000000000000000,2033.3333333333333333,1105.6666666666666667,10916.6666666666666667,590.0000000000000000,590.0000000000000000,8239.0000000000000000
2021-10-01,1022.6666666666666667,495.3333333333333333,216.6666666666666667,376.0000000000000000,1900.0000000000000000,1654.6666666666666667,2108.3333333333333333,2118.3333333333333333,1022.0000000000000000,11351.3333333333333333,604.0000000000000000,604.0000000000000000,6760.6666666666666667
2022-01-01,1039.6666666666666667,543.6666666666666667,258.3333333333333333,374.6666666666666667,2024.3333333333333333,1658.0000000000000000,2199.0000000000000000,2282.3333333333333333,1124.6666666666666667,11708.3333333333333333,526.3333333333333333,526.3333333333333333,6273.6666666666666667
2022-04-01,1032.6666666666666667,578.3333333333333333,246.6666666666666667,415.0000000000000000,2038.6666666666666667,1583.3333333333333333,2203.3333333333333333,2236.3333333333333333,985.6666666666666667,11483.3333333333333333,498.0000000000000000,498.0000000000000000,5994.6666666666666667
2022-07-01,1071.3333333333333333,511.6666666666666667,226.0000000000000000,376.6666666666666667,2012.0000000000000000,1526.3333333333333333,2187.6666666666666667,2019.0000000000000000,873.0000000000000000,10813.3333333333333333,532.3333333333333333,532.3333333333333333,5840.3333333333333333
2022-10-01,1027.3333333333333333,477.0000000000000000,165.3333333333333333,409.6666666666666667,1940.6666666666666667,1618.6666666666666667,2089.6666666666666667,2081.0000000000000000,879.6666666666666667,10742.6666666666666667,523.6666666666666667,523.6666666666666667,5868.0000000000000000
2023-01-01,1047.3333333333333333,445.0000000000000000,137.3333333333333333,321.3333333333333333,1744.0000000000000000,1470.3333333333333333,1932.6666666666666667,1855.6666666666666667,800.6666666666666667,9965.6666666666666667,520.6666666666666667,520.6666666666666667,5849.0000000000000000
2023-04-01,1071.3333333333333333,374.3333333333333333,150.0000000000000000,330.6666666666666667,1745.3333333333333333,1283.3333333333333333,1912.3333333333333333,1630.6666666666666667,773.3333333333333333,9446.6666666666666667,492.0000000000000000,492.0000000000000000,5943.0000000000000000
2023-07-01,1013.0000000000000000,367.3333333333333333,144.0000000000000000,431.6666666666666667,1801.3333333333333333,1246.3333333333333333,1962.3333333333333333,1521.3333333333333333,688.6666666666666667,9156.6666666666666667,443.6666666666666667,443.6666666666666667,6197.0000000000000000
2023-10-01,990.3333333333333333,383.0000000000000000,143.6666666666666667,301.0000000000000000,1727.6666666666666667,1119.0000000000000000,1891.0000000000000000,1566.6666666666666667,629.0000000000000000,8835.0000000000000000,444.6666666666666667,444.6666666666666667,6324.3333333333333333
2024-01-01,907.3333333333333333,360.6666666666666667,163.6666666666666667,388.0000000000000000,1820.0000000000000000,1153.0000000000000000,1969.6666666666666667,1495.3333333333333333,552.3333333333333333,8638.6666666666666667,305.3333333333333333,305.3333333333333333,6337.0000000000000000
2024-04-01,986.6666666666666667,351.0000000000000000,116.3333333333333333,318.6666666666666667,1618.3333333333333333,970.3333333333333333,1811.3333333333333333,1430.6666666666666667,520.6666666666666667,8019.6666666666666667,351.3333333333333333,351.3333333333333333,6650.6666666666666667
2024-07-01,.,.,.,.,.,.,.,.,.,.,.,.,.
